VISA;TITRE;REALISATEUR;PRODUCTEURS;DEVIS;GENRE;EOF;RANG;ASR;PAYANTE;CLAIR;NATIONALITE;Date;DECOMPOSITION;AIDES
129378;ASTÉRIX ET OBÉLIX : AU SERVICE DE SA MAJESTE;TIRARD Laurent;FIDELITE FILMS / FRANCE 2 CINEMA / FRANCE 3 CINEMA;61 239 780,00;Fiction;;3;;;F2 F3;France/Hongrie/Espagne/Italie;2011;France-70 / Hongrie-10 / Espagne-10 / Italie-10;
126166;BLACKTHORN;GIL Mateo;NOODLES PRODUCTION;5 000 000,00;Fiction;;2;;;;Espagne/France;2011;Espagne -90 / France-10;
125505;DES MORCEAUX DE MOI;LEMESLE Nolwenn;ALLIANCE DE PRODUCTION CINEMATOGRAPHIQUE / APPALOOSA FILMS / TOKIB PRODUCTIONS;1 904 258,00;Fiction;;1;avant;;;France;2011;France-100;Sofica,Crédit D'impot,Aide Régionale
131257;DÉTROIT MES FANTÔMES;FAIGENBAUM Steve;TS PRODUCTIONS;508 528,00;Documentaire;;1;avant;;;France;2011;France-100;Aide Régionale
129587;FILLE DU 14 JUILLET (LA);PERETJATKO Antonin;ECCE FILMS;1 003 532,00;Fiction;;1;;;;France;2011;France-100;Sofica,Crédit D'impot,Aide Régionale
130208;LAPIDATION DE SAINT ETIENNE (LA);VILA I BARCELO Père;L'AGE D'OR;473 918,00;Fiction;;2;;;;Espagne/France;2011;Espagne -51 / France-49;Aide Régionale
124553;UN ENFANT DE TOI;DOILLON Jacques;4 A 4 PRODUCTIONS / SOLAIRE PRODUCTION;2 248 003,00;Fiction;;3;avant;;;France;2011;France-100;Sofica,Crédit D'impot,Aide Régionale
119343;AVANT L'AUBE;JACOULOT Raphael;FRANCE 3 CINEMA / MON VOISIN PRODUCTIONS / TF1 DROITS AUDIOVISUELS / UGC IMAGES;6 710 004,00;Fiction;;2;avant;;;France/Luxembourg;2010;France-64 / Luxembourg-36;Sofica,Aide Régionale
112672;CHEZ GINO;BENCHETRIT Samuel;FIDELITE FILMS / FRANCE 2 CINEMA / ORANGE STUDIO;7 028 703,00;Fiction;;3;;;;France/Belgique;2010;France-70 / Belgique-29;Sofica,Crédit D'impot
126255;COULEUR DE PEAU : MIEL;BOILEAU Laurent / HENIN Jung;FRANCE 3 CINEMA / MOSAIQUE FILMS;3 965 953,00;Animation;;1 / 1;avant;;;France/Belgique;2010;France-64 / Belgique-36;Crédit D'impot,Aide Régionale
125404;COUP D'ECLAT;ALCALA Jose;AGAT FILMS ET CIE / FRANCE 3 CINEMA;4 213 891,00;Fiction;;2;;;;France;2010;France-100;Sofica,Crédit D'impot,Aide Régionale
125255;HORS SATAN;DUMONT Bruno;3B;2 018 244,00;Fiction;;3;avant;;;France;2010;France-100;Sofica,Crédit D'impot,Aide Régionale
116262;LEGITIME DEFENSE;LACAN Pierre;HAUT ET COURT DISTRIBUTION / SOMBRERO FILMS;4 903 875,00;Fiction;;1;;;;France/Belgique;2010;France-75 / Belgique-25;Sofica,Aide Régionale
125681;NOCES;BEZIAT Philippe;CENTRE EUROPEEN CINEMATOGRAPHIQUE RHONE ALPES / JOUROR PRODUCTIONS / LES FILMS D'ICI / LFP;1 298 022,00;Fiction;;2;avant;;;France/Suisse;2010;France-90 / Suisse-10;Sofica,Crédit D'impot
124710;SOLITUDE DES NOMBRES PREMIERS (LA);COSTANZO Saverio;LE PACTE / LES FILMS DES TOURNELLES;4 752 000,00;Fiction;;3;;;;Italie/Allemagne/France;2010;Italie-70 / Allemagne-20 / France-10;
127126;TERRAFERMA;CRIALESE Emanuele;BABE FILMS / FRANCE 2 CINEMA;7 850 000,00;Fiction;;3;;;;Italie/France;2010;Italie-90 / France-10;
123684;TU SERAS MON FILS;LEGRAND Gilles;EPITHETE FILMS;6 918 602,00;Fiction;;3;;;;France;2010;France-100;Sofica,Crédit D'impot,Aide Régionale
133274;BLOOD TIES;CANET Guillaume;CANEO FILMS / CHI-FOU-MI PRODUCTIONS / FRANCE 2 CINEMA / LES PRODUCTIONS DU TRESOR / LGM CINEMA / MARS FILMS / TREASURE COMPANY / WILD BUNCH;19 791 362,00;Fiction;;3;;;F2 M6;France;2012;France-100;
133245;COURTIL (LE);OTERO Mariana;ARCHIPEL 33 / ARTE FRANCE CINEMA;693 195,00;Documentaire;;3;avant;;ARTE;France/Belgique;2012;France-85 / Belgique-15;Crédit D'impot
132321;IGUANAS;CRISAN Marian;SLOT MACHINE;624 093,00;Fiction;;2;;;;Roumanie/France/Allemagne;2012;Roumanie-70 / France-20 / Allemagne-10;Sofica
133318;INCONNU DU LAC (L');GUIRAUDIE Alain;LES FILMS DU WORSO;1 248 918,00;Fiction;;3;avant;;;France;2012;France-100;Sofica,Crédit D'impot,Aide Régionale
135289;JE NE SUIS PAS LUI;PIRSELIMOGLU Tayfun;ARIZONA FILMS / ARIZONA PRODUCTIONS;1 000 000,00;Fiction;;3;;;;Turquie/Grece/France/Allemagne;2012;Turquie-70 / Grece-10 / France-10 / Allemagne-10;
133507;OMBRE ET LA LUMIERE (L');WENDERS Wim / RIBEIRO SALGADO Juliano;DECIA FILMS;1 205 238,00;Documentaire;;3 / 2;;;;France;2012;France-100;Crédit D'impot,Aide Régionale
131579;PERFECT MOTHERS;FONTAINE Anne;CINE-@ / FRANCE 2 CINEMA / GAUMONT / MON VOISIN PRODUCTIONS;11 908 774,00;Fiction;;3;;;F2;Australie/France;2012;Australie-61 / France-38;
132066;VOL DES CORBEAUX (LE);FLIEGAUF Benedek;PAPRIKA FILMS;705 731,00;Fiction;;3;;;;Hongrie/Allemagne/France;2012;Hongrie-49 / Allemagne-25 / France-24;
137501;21 nuits avec Pattie;LARRIEU Arnaud / LARRIEU Jean-Marie;ARENA FILMS / ARENA PRODUCTIONS;3,71;Fiction;;3 / 3;;C+ OCS;;France;2014;France-100;Crédit D'impot,Aide Régionale
135538;C'est quoi ce travail ?;JOUSSE Sebastien / JOULE Luc;SHELLAC SUD;0,44;Docu;;2 / 2;;;;France;2014;France-100;Crédit D'impot,Aide Régionale
139917;Champ du possible (Le);CANDAS Viviane;SECONDE VAGUE PRODUCTIONS;0,38;Docu;;3;;;;France;2014;France-100;Aide Régionale
140148;Giovinezza (La);SORRENTINO Paolo;BARBARY FILMS / PATHE PRODUCTION;12,83;Fiction;;3;;C+ Ciné+;F2;Italie/France/Grande Bretagne/Suisse;2014;Italie-69 / France-11 / Grande Bretagne-10 / Suisse-10;
139693;Marie-thérèse;PELLE Frédéric;BIANCA FILMS;0,46;Fiction;;2;;;;France;2014;France-100;Aide Régionale
126465;Moonwalk;BARDOU-JACQUET Antoine;PARTIZAN FILMS;9,90;Fiction;;1;;OCS;;France/Belgique;2014;France-53 / Belgique-47;
121752;Père Noël (Le);COFFRE Alexandre;ATITLAN FILMS / KINOLOGY / M6 FILMS / MARS FILMS / SPLENDIDO / YUME;10,77;Fiction;;3;;OCS;M6 W9;France;2014;France-100;Sofica,Crédit D'impot
115533;CARAMEL;LABAKI Nadine;LES FILMS DES TOURNELLES / ROISSY FILMS;1 300 000,00;Fiction;;1;;;;France/Liban;2006;France-55 / Liban-45;
115006;ET TOI T'ES SUR QUI ?;DOILLON Lola;CE QUI ME MEUT - MOTION PICTURES / FRANCE 2 CINEMA;1 262 182,00;Fiction;;1;;;;France;2006;France-100;Sofica,Crédit D'impot,Aide Régionale
114068;INVITÉ (L');BOUHNIK Laurent;EUROPACORP / TF1 FILMS PRODUCTION;12 464 360,00;Fiction;;3;;;;France;2006;France-100;Sofica,Crédit D'impot
114813;LEÇON DE CHOSES;ARCHIBUGI Francesca;BABE FILMS;7 600 000,00;Fiction;;3;;;;Italie/Grande Bretagne/France/Inde;2006;Italie-53 / Grande Bretagne-27 / France-10 / Inde-10;
115601;REGARDE MOI;ESTROUGO Audrey;7EME APACHE FILMS / GAUMONT;2 164 150,00;Fiction;;1;avant;;;France;2006;France-100;Crédit D'impot
107336;YEUX BANDÉS (LES);LILTI Thomas;CENTRE EUROPEEN CINEMATOGRAPHIQUE RHONE ALPES / SOMBRERO PRODUCTIONS;2 168 223,00;Fiction;;1;avant;;;France;2006;France-100;Sofica,Crédit D'impot,Aide Régionale
138356;A la recherche de Rohmer;CHAO Wang;REBOOT FILMS SARL;2,22;Fiction;;3;avant;;;Chine/France;2013;Chine-60 / France-39;
135719;Cesta ven;VACLAV Petr;CINEMA DEFACTO;0,69;Fiction;;3;;;;Rep Tcheque/France;2013;Rep Tcheque-67 / France-33;
136519;Chambre bleue (La);AMALRIC Mathieu;ALFAMA FILMS PRODUCTION / ARTE FRANCE CINEMA / FILM(S);2,40;Fiction;;3;avant;;;France;2013;France-100;Sofica,Crédit D'impot,Aide Régionale
136251;Passion selon Laetitia (La);TALON Julie;ZADIG FILMS;0,46;Docu;;1;avant;;;France;2013;France-100;Crédit D'impot
148479;Donbass;LOZNITSA Sergei;JBA PRODUCTION;2 472 143,00;Fiction;NON;3;;;;Allemagne/Ukraine/France/Roumanie/Pays-bas;2018;Allemagne-47 / Ukraine-22 / France-11 / Roumanie-10 / Pays-bas-10;
148356;France;SIMON LUANGKHOT Kiyé;SHELLAC SUD;418 650,00;Docu;OUI;1;;;;France;2018;France-100;Crédit D'impot,Aide Régionale
147796;Gomera;PORUMBOIU Corneliu;LES FILMS DU WORSO;2 769 920,00;Fiction;NON;3;;;Arte;Roumanie/France/Allemagne;2018;Roumanie-70 / France-16 / Allemagne-14;
147888;Lola et ses frères;ROUVE Jean-Paul;NOLITA CINÉMA ET LES FILMS DU MONSIEUR;5 970 676,00;Fiction;OUI;3;;C+ OCS TV5;F2;France;2018;France-100;Sofica,Crédit D'impot,Aide Régionale
138726;Made in China;ABRAHAM Julien;MONTAUK FILMS ET RIPLEY FILMS;3 692 236,00;Fiction;OUI;2;;OCS;TMC;France;2018;France-100;Crédit D'impot
147616;Alien crystal palace;DOMBASLE Arielle;MEZZANINE FILMS ET SAME PLAYER;949 623,00;Fiction;OUI;3;;C+;;France;2017;France-100;Crédit D'impot
146810;Au bout des doigts;BERNARD Ludovic;RÉCIFILMS;5 929 473,00;Fiction;OUI;3;;C+ Ciné+;F2 C8;France;2017;France-100;Sofica,Crédit D'impot
145661;Comme des rois;MOLIA Xabi;MOTEUR S'IL VOUS PLAÎT PRODUCTION ET FIN AOÛT PRODUCTIONS;2 885 159,00;Fiction;OUI;3;;OCS;F3;France;2017;France-100;Crédit D'impot,Aide Régionale
146273;Extraordinaire voyage du Fakir (L');SCOTT Ken;BRIO FILMS;11 491 629,00;Fiction;NON;3;;;;France/Belgique/Inde;2017;France-44 / Belgique-36 / Inde-21;
133022;Grand bain (Le);LELLOUCHE Gilles;TRÉSOR FILMS ET CHI-FOU-MI PRODUCTIONS;18 942 621,00;Fiction;OUI;2;;C+ Ciné+;TF1 C8;France;2017;France-100;Crédit D'impot
146279;Quien te cantara;VERMUT Carlos;LES FILMS DU WORSO;2 726 798,00;Fiction;NON;3;;C+ Ciné+;;Espagne/France;2017;Espagne-90 / France-10;
146202;Richard va en enfer;TORRE Roberta;ROSEBUD ENTERTAINMENT PICTURES;2 538 000,00;Fiction;NON;3;;;;Italie/France;2017;Italie-90 / France-10;
144673;Submergence;WENDERS Wim;BACKUP STUDIO;13 237 553,00;Fiction;NON;3;;;;Allemagne/France/Espagne;2017;Allemagne-56 / France-26 / Espagne-18;Aide Régionale
138578;Ady Gasy;LOVA Nantenaina;LATERIT PRODUCTIONS;155 834,00;Docu;OUI;1;;;;France;2016;France-100;Aide Régionale
144447;Bienvenue au Gondwana;MUSTAPHA Mohamed;MANDARIN PRODUCTION;3 918 569,00;Fiction;OUI;1;;C+ Ciné+;;France;2016;France-100;Sofica,Crédit D'impot
126717;Comment j'ai rencontré mon père;MOTTE Maxime;VENDOME PRODUCTION;4 357 596,00;Fiction;OUI;1;;OCS Ciné+;C8;France/Belgique;2016;France-60 / Belgique-40;Sofica
128962;Dream Team (La);SORRIAUX Thomas;SOURCE FILMS;6 821 311,00;Fiction;OUI;3;;OCS;TF1 TMC;France;2016;France-100;Sofica,Crédit D'impot
145281;Just divorced;GOVARE Maxime;LES IMPRODUCTIBLES;5 734 345,00;Fiction;OUI;2;;C+ OCS;;France;2016;France-100;Sofica,Crédit D'impot
143038;Karim;UZAN Dan;STEWBALL FILMS;289 933,00;Fiction;OUI;1;après;;;France;2016;France-100;
130125;Rock'n roll;CANET Guillaume;LES PRODUCTIONS DU TRESOR;17 958 089,00;Fiction;OUI;3;;C+ Ciné+;M6 W9;France;2016;France-100;Crédit D'impot
138708;Têtes de l'emploi (Les);CHARLOT Alexandre / MAGNIER Franck;RECIFILMS;5 906 507,00;Fiction;OUI;3 / 3;;OCS;;France;2016;France-100;Sofica,Crédit D'impot,Aide Régionale
120379;8 FOIS DEBOUT;MOLIA Xabi;MOTEUR S'IL VOUS PLAIT PRODUCTION / ROUGE INTERNATIONAL;1 812 329,00;Fiction;;1;avant;;;France;2008;France-100;Sofica,Crédit D'impot,Aide Régionale
114992;BEAUX GOSSES (LES);SATTOUF Riad;LES FILMS DES TOURNELLES / ORANGE STUDIO / PATHE PRODUCTION;4 215 127,00;Fiction;;1;;;;France;2008;France-100;Sofica,Crédit D'impot
120846;CARGO;TUTOROV Biljana;LONG FILM / MILLE ET UNE PRODUCTIONS;540 599,00;Documentaire;;1;avant;;;France;2008;France-100;
116994;EN SOUVENIR DE NOUS;LEVIANT Michel;ART'MELL / MAYBE MOVIES / OFFICE PARISIEN D'EDITION ET DE PRODUCTION;454 754,00;Fiction;;3;;;;France;2008;France-100;
120463;ENFANTS DE DON QUICHOTTE (ACTE 1) (LES);LEGRAND Jean-Baptiste / DENECE Ronan / LEGRAND Augustin;CENTRALE ELECTRIQUE / LOVE STREAMS AGNES B. PRODUCTIONS / MNP ENTREPRISE;288 274,00;Documentaire;;1;après;;;France;2008;France-100;
119419;HERBES FOLLES (LES);RESNAIS Alain;F COMME FILM / FRANCE 2 CINEMA / STUDIOCANAL;11 148 618,00;Fiction;;3;avant;;;France/Italie;2008;France-90 / Italie-10;Sofica,Crédit D'impot,Aide Régionale
120179;HORDE (LA);DAHAN Yannick / ROCHER Benjamin;CAPTURE THE FLAG FILMS / LE PACTE;2 851 821,00;Fiction;;1;;;;France;2008;France-100;Sofica,Crédit D'impot
117247;LA CAMARA OSCURA;MENIS Maria Victoria;SOPHIE DULAC PRODUCTIONS;1 039 072,00;Fiction;;3;;;;Argentine/France;2008;Argentine-69 / France-31;
119941;LOL (LAUGHING OUT LOUD);AZUELOS Lisa;BETHSABEE MUCHO / CINE B / M6 FILMS / PATHE PRODUCTION / TF1 FILMS PRODUCTION;9 585 354,00;Fiction;;3;;;;France;2008;France-100;Crédit D'impot
120698;POURSUITE;DEAK Marina;31 JUIN FILMS;967 741,00;Fiction;;1;avant;;;France;2008;France-100;Aide Régionale
121013;RAPT !;BELVAUX Lucas;AGAT FILMS ET CIE / FRANCE 3 CINEMA;5 945 097,00;Fiction;;3;;;;France/Belgique;2008;France-62 / Belgique-38;Sofica,Aide Régionale
117944;ROI DE L'ÉVASION (LE);GUIRAUDIE Alain;GLADYS GLOVER FILMS / LES FILMS DU WORSO;1 735 250,00;Fiction;;3;avant;;;France;2008;France-100;Crédit D'impot,Aide Régionale
119338;SAFARI;BAROUX Olivier;ESKWAD / M6 FILMS / PATHE PRODUCTION / TF1 FILMS PRODUCTION;15 604 229,00;Fiction;;2;;;;France;2008;France-100;
118730;UNE SEMAINE SUR DEUX (ET LA MOITIÉ DES VACANCES SCOLAIRES);CALBERAC Ivan;M6 FILMS / MANDARIN / MANDARIN CINEMA / SOCIETE NOUVELLE DE CINEMATOGRAPHIE / TF1 DROITS AUDIOVISUELS;7 123 615,00;Fiction;;3;;;;France;2008;France-100;Sofica,Crédit D'impot
115382;BOARDING GATE;ASSAYAS Olivier;MARGO FILMS;2 548 379,00;Fiction;;3;;;;France;2006;France-100;Crédit D'impot
116476;COUPABLE;MASSON Laetitia;CENTRE EUROPEEN CINEMATOGRAPHIQUE RHONE ALPES / REZO FILMS / REZO FILMS / REZO PRODUCTIONS;1 482 001,00;Fiction;;3;;;;France;2006;France-100;Sofica,Crédit D'impot
114765;DIALOGUE AVEC MON JARDINIER;BECKER Jean;CENTRE EUROPEEN CINEMATOGRAPHIQUE RHONE ALPES / FRANCE 2 CINEMA / ICE 3 / KJB PRODUCTION / STUDIOCANAL;8 730 007,00;Fiction;;3;;;;France;2006;France-100;Crédit D'impot
115546;FILLE COUPÉE EN DEUX (LA);CHABROL Claude;ALICELEO - AUTEURS LIVRES SCENARIO POUR L'ECRITURE AUDIOVISUELLE / ALICELEO CINEMA / CENTRE EUROPEEN CINEMATOGRAPHIQUE RHONE ALPES / FRANCE 2 CINEMA;7 452 282,00;Fiction;;3;;;;France/Allemagne;2006;France-80 / Allemagne-20;Crédit D'impot
113663;HANNIBAL LECTER LES ORIGINES DU MAL;WEBBER Peter;CARTHAGO FILMS;57 172 165,00;Fiction;;2;;;;Grande Bretagne/Republique Tcheque/France/Italie;2006;Grande Bretagne-36 / Republique Tcheque-34 / France-20 / Italie-10;
109172;JE PENSE A VOUS;BONITZER Pascal;REZO PRODUCTIONS;3 236 504,00;Fiction;;3;avant;;;France;2006;France-100;Sofica,Crédit D'impot
114201;PEUR(S) DU NOIR;BERBERIAN Charles / CABAUD Marie-Pierre / DI SCIULLO Pierre / DUPUY Philippe / HINCKER Christian / MacGUIRE Richard / MATTOTI Lorenzo;DEF2SHOOT / DENIS FRIEDMAN PRODUCTIONS / PRIMA LINEA PRODUCTIONS;3 837 750,00;Animation;;1;avant;;;France/Belgique;2006;France-80 / Belgique-20;Sofica,Crédit D'impot,Aide Régionale
115514;VIE INTERIEURE DE MARTIN FROST (LA);AUSTER Paul;ALFAMA FILMS PRODUCTION;1 678 450,00;Fiction;;3;;;;France/Portugal/Espagne;2006;France-51 / Portugal-39 / Espagne-10;
114280;APPRENTI (L');COLLARDEY Samuel;ARTE FRANCE CINEMA / LAZENNEC ET ASSOCIES;824 369,00;Documentaire;;1;;;;France;2007;France-100;Crédit D'impot,Aide Régionale
115977;COMME TON PERE;CARMEL Marco;MERCREDI FILMS;4 905 915,00;Fiction;;1;;;;France/Israel;2007;France-90 / Israel-10;Sofica,Crédit D'impot
112636;DEUX VIES PLUS UNE;CEBULA Idit;LES FILMS DU KIOSQUE;3 014 407,00;Fiction;;1;;;;France;2007;France-100;Sofica,Crédit D'impot
116612;ENTRE LES MURS;CANTET Laurent;FRANCE 2 CINEMA / LES FILMS DU CHERCHE MIDI;2 476 672,00;Fiction;;3;avant;;;France;2007;France-100;Sofica,Crédit D'impot,Aide Régionale
116082;HEURE ZERO (L');THOMAS Pascal;FRANCE 2 CINEMA / LES FILMS FRANCAIS / STUDIOCANAL;8 561 218,00;Fiction;;3;;;;France;2007;France-100;Sofica,Crédit D'impot,Aide Régionale
116940;ILLUSIONNISTE (L');CHOMET Sylvain;CINE B / FRANCE 3 CINEMA / PATHE PRODUCTION;16 300 000,00;Animation;;3;;;;Grande Bretagne/France;2007;Grande Bretagne-80 / France-20;
107127;NO BODY IS PERFECT;SIBILLA Raphaël;AVALANCHE PRODUCTIONS;975 652,00;Documentaire;;1;;;;France;2007;France-100;
117737;ORA DI PUNTA (L');MARRA Vicenzo;THE FRENCH CONNECTION;2 850 011,00;Fiction;;3;;;;Italie/France;2007;Italie-90 / France-10;Sofica
119014;RUMBA;ABEL Dominique / GORDON Fiona / ROMY Bruno;MK2;2 100 000,00;Fiction;;2;avant;;;Belgique/France;2007;Belgique-50 / France-50;Aide Régionale
116942;SURVIVRE AVEC LES LOUPS;BELMONT Vera;STEPHAN FILMS;7 119 833,00;Fiction;;3;;;;France/Belgique;2007;France-86 / Belgique-14;Sofica,Crédit D'impot,Aide Régionale
112607;TUEUR (LE);ANGER Cédric;LES FILMS DU 24 / SUNRISE FILMS;3 600 026,00;Fiction;;1;;;;France;2007;France-100;Sofica,Crédit D'impot
121679;COMME DES FRERES;GELIN Hugo;D8 FILMS / STONE ANGELS / ZAZI FILMS;4 912 021,00;Fiction;;1;;;DIRECT 8;France;2011;France-100;Sofica,Crédit D'impot
124141;DES VENTS CONTRAIRES;LESPERT Jalil;WY PRODUCTIONS;3 509 224,00;Fiction;;2;;;DIRECT 8;France;2011;France-100;Sofica,Crédit D'impot,Aide Régionale
123744;ENFANT D'EN HAUT (L');MEIER Ursula;ARCHIPEL 35;4 615 169,00;Fiction;;2;avant;;;Suisse/France;2011;Suisse -50 / France-50;Sofica
129183;LAURENCE ANYWAYS;DOLAN Xavier;ARTE FRANCE CINEMA / MK2;6 714 286,00;Fiction;;3;;;;Canada/France;2011;Canada -84 / France-16;
127924;LULLABY TO MY FATHER;GITAI Amos;AGAV FILMS SARL / ARTE FRANCE CINEMA;1 288 427,00;Documentaire;;3;avant;;ARTE;France/Suisse/Italie/Pologne;2011;France-60 / Suisse-20 / Italie-10 / Pologne-10;
128838;NOUVELLE GUERRE DES BOUTONS (LA);BARRATIER Christophe;LA PETITE REINE / LOGLINE STUDIO / MARS FILMS / ORANGE STUDIO / TF1 FILMS PRODUCTION;14 932 668,00;Fiction;;3;;;TF1;France;2011;France-100;Crédit D'impot,Aide Régionale
131391;PIAZZA FONTANA;TULLIO GIORDANA Marco;BABE FILMS;8 300 000,00;Fiction;;3;;;;Italie/France;2011;Italie -90 / France-10;
123637;QUAND JE SERAI PETIT;ROUVE Jean-Paul;ELIA FILMS / LES FILMS DU MONSIEUR / MARS FILMS;3 970 763,00;Fiction;;2;;;;France;2011;France-100;Sofica,Crédit D'impot,Aide Régionale
129370;TAKEN 2;MEGATON Olivier;EUROPACORP / GRIVE PRODUCTIONS;37 112 087,00;Fiction;;3;;;M6;France;2011;France-100;
123086;BUS PALLADIUM;THOMPSON Christopher;FRANCE 3 CINEMA / LGM CINEMA / LGM FILMS / STUDIOCANAL;7 935 256,00;Fiction;;1;;;;France;2009;France-100;Sofica,Crédit D'impot
115240;FIN DE CONCESSION;CARLES Pierre;CP PRODUCTIONS / LES MUTINS DE PANGEE;440 252,00;Documentaire;;3;;;;France;2009;France-100;Crédit D'impot,Aide Régionale
121411;HARRAGAS;ALLOUACHE Merzak;FRANCE 2 CINEMA / LIBRISFILMS;1 942 049,00;Fiction;;3;avant;;;France/Algerie;2009;France-80 / Algerie-20;Crédit D'impot,Aide Régionale
112291;JE SUIS UN NO MAN'S LAND;JOUSSE Thierry;LES FILMS HATARI;1 044 385,00;Fiction;;2;avant;;;France;2009;France-100;Sofica,Aide Régionale
121898;PETITS MOUCHOIRS (LES);CANET Guillaume;CANEO FILMS / EUROPACORP / LES PRODUCTIONS DU TRESOR / M6 FILMS;17 420 025,00;Fiction;;3;;;;France;2009;France-100;Sofica,Crédit D'impot
122154;RIVIERE TUMEN (LA);ZHANG Lu;ARIZONA FILMS / ARTE FRANCE CINEMA;820 000,00;Fiction;;3;;;;Coree/France;2009;Coree -60 / France-40;
121595;TU N'AIMERAS POINT;TABAKMAN Haim;TOTALLY PROD;1 015 161,00;Fiction;;1;;;;Israel/Allemagne/France;2009;Israel -40 / Allemagne-40 / France-20;
111025;C'EST GRADIVA QUI VOUS APPELLE;ROBBE-GRILLET Alain;ARTE FRANCE CINEMA / LES FILMS DU LENDEMAIN;1 900 114,00;Fiction;;3;avant;;;France/Belgique;2005;France-80 / Belgique-20;
112296;CONGORAMA;FALARDEAU Philippe;TARANTULA FRANCE;3 239 621,00;Fiction;;2;avant;;;Canada/Belgique/France;2005;Canada-69 / Belgique-20 / France-9;
112482;MEDIEVAL PIE : TERRITOIRES VIERGES;LELAND David;CARTHAGO FILMS;28 212 355,00;Fiction;;3;;;;Grande Bretagne/Italie/France/Luxembourg;2005;Grande Bretagne-35 / Italie-30 / France-25 / Luxembourg-10;
113177;NE LE DIS À PERSONNE;CANET Guillaume;CANEO FILMS / EUROPACORP / LES PRODUCTIONS DU TRESOR / M6 FILMS;11 704 565,00;Fiction;;2;;;;France;2005;France-100;Sofica,Crédit D'impot,Aide Régionale
113291;NUIT DES TOURNESOLS (LA);SANCHEZ-CABEZUDO Jorge;ARTE FRANCE CINEMA / THE FILM;2 393 704,00;Fiction;;1;;;;Espagne/Portugal/France;2005;Espagne-65 / Portugal-19 / France-15;
108797;A BOIRE;VERNOUX Marion;ADR PRODUCTIONS / CENTRE EUROPEEN CINEMATOGRAPHIQUE RHONE ALPES / CHIC FILMS SAS / CHIC FILMS SAS (TIERS FERME) / FRANCE 3 CINEMA;4 398 786,00;Fiction;;3;;;;France;2003;France-100;Aide Régionale
108681;CAUSE TOUJOURS!;LABRUNE Jeanne;ARP / ART LIGHT PRODUCTIONS / CENTRE EUROPEEN CINEMATOGRAPHIQUE RHONE ALPES / FRANCE 2 CINEMA;5 020 823,00;Fiction;;3;avant;;;France;2003;France-100;Aide Régionale
109346;EX FEMME DE MA VIE (L');BALASKO Josiane;FRANCE 2 CINEMA / ICE 3 / JOSY FILMS;8 208 980,00;Fiction;;3;;;;France;2003;France-100;
107594;ODESSA… ODESSA !;BOGANIM Michale;MOBY DICK FILMS;465 494,00;Documentaire;;1;avant;;;France/Israel;2003;France-76 / Israel-23;
107380;RRRRRRR !!!;CHABAT Alain;CHEZ WAM / LES ROBINS DES BOIS AIRLINES (TIERS FERME) / STUDIOCANAL / STUDIOCANAL IMAGE (TIERS FERME) / TF1 FILMS PRODUCTION TELEVISION FRANCAISE 1 FILMS PRODUCTION;17 820 081,00;Fiction;;3;;;;France;2003;France-100;
141686;Age d'or (l');PIOVANO  Emanuela;TESTUKINE;1781634;Fiction;;3;;;;Italie/France;2015;Italie-80 / France-20;
134995;Chouf;DRIDI Karim;FRANCE 3 CINEMA / MIRAK FILMS / TESSALIT PRODUCTIONS;3064140;Fiction;;3;avant;C+ Ciné+;F3;France;2015;France-100;Sofica,Crédit D'impot,Aide Régionale
143023;Confessions (les);ANDO Roberto;BARBARY FILMS;5915058;Fiction;;3;;C+ Ciné+;;Italie/France;2015;Italie-90 / France-10;
142874;Corniche Kennedy;CABRERA Dominique;EVERYBODY ON DECK;2027773;Fiction;;3;;C+;;France;2015;France-100;Crédit D'impot,Aide Régionale
138315;Fleur de tonnerre;PILLONCA-KERVERN Stephanie;JPG FILMS / LES PRODUCTIONS DU CH'TIMI;2118048;Fiction;;1;;C+ Ciné+;;France/Belgique;2015;France-87 / Belgique-13;Sofica,Crédit D'impot,Aide Régionale
141760;Habitants (Les);DEPARDON Raymond;FRANCE 2 CINEMA / PALMERAIE ET DESERT;1564292;Docu;;3;avant;Ciné+;F2;France;2015;France-100;Crédit D'impot,Aide Régionale
141314;Profs 2 (Les);MARTIN LAVAL Pierre-François;LES FILMS DU 24 / LES FILMS DU PREMIER / TF1 FILMS PRODUCTION;16960448;Fiction;;3;;C+ Ciné+;TF1 TMC;France;2015;France-100;Sofica
137874;Tout schuss;ARCHINARD Stephane / PREVOT-LEYGONIE François;FRANCE 2 CINEMA / M.E.S PRODUCTIONS SARL / MONKEY PACK FILMS / SOCIETE NOUVELLE DE CINEMATOGRAPHIE / SOCIETE NOUVELLE DE DISTRIBUTION;5568725;Fiction;;2 / 2;;C+ Ciné+;F2 D8;France;2015;France-100;Crédit D'impot
143597;Va, toto !;CRETON Pierre;ANDOLFI;422590;Fiction;;2;avant;;;France;2015;France-100;Aide Régionale
140685;West coast;WEILL Benjamin;FRANCE 2 CINEMA / JERICO / MARS FILMS;3558336;Fiction;;1;;C+;F2;France;2015;France-100;Sofica,Crédit D'impot
124489;CAGE DOREE (LA);ALVES Ruben;PATHE PRODUCTION / TF1 FILMS PRODUCTION / ZAZI FILMS;7 016 941,00;Fiction;;1;;;TF1;France;2012;France-100;Sofica,Crédit D'impot
