VISA;TITRE;REALISATEUR;PRODUCTEURS;DEVIS;GENRE;EOF;RANG;ASR;PAYANTE;CLAIR;NATIONALITE;Date;DECOMPOSITION;AIDES
147638;Cachalots, à la rencontre des géants;VINCENT Guillaume;CINÉ FILMS EUROPE;786 856,00;Docu;OUI;2;;;;France/Luxembourg;2018;France-65 / Luxembourg-35;Sofica,Crédit D'impot
146225;Cold war;PAWLIKOWSKI Pawel;MK PRODUCTIONS;5 090 065,00;Fiction;NON;3;;;Arte;Pologne/Grande Bretagne/France;2018;Pologne-50 / Grande Bretagne-25 / France-25;
146696;Editeur;OTCHAKOVSKI-LAURENS Paul;LES FILMS DU RAT;27 980,00;Fiction;OUI;2;;;;France;2018;France-100;
138938;Fahim;MARTIN LAVAL Pierre-François;WAITING FOR CINÉMA ET ALICÉLÉO;9 052 245,00;Fiction;OUI;3;;C+ Ciné+;F3;France;2018;France-100;Sofica,Crédit D'impot,Aide Régionale
148461;Kat people;GASTINE Marco;LES FILMS DU TAMBOUR DE SOIE;220 652,00;Docu;NON;3;;;;Grèce/France;2018;Grèce-67 / France-33;
146726;Maya;HANSEN-LOVE Mia;LFP - LES FILMS PELLÉAS;5 124 756,00;Fiction;OUI;3;;C+ Ciné+;Arte;France/Allemagne;2018;France-86 / Allemagne-14;Sofica,Crédit D'impot
148483;Monsieur;GERA Rohena;CINÉ SUD PROMOTION;781 467,00;Fiction;NON;2;;;;Inde/France;2018;Inde-69 / France-31;
145360;Neuilly sa mère, sa mère;BENSALAH Djamel / JULIEN-LAFERRIERE Gabriel;MIROIR MAGIQUE ! ET VITO FILMS;7 274 235,00;Fiction;OUI;3 / 3;;C+ Ciné+;F2 M6;France;2018;France-100;Crédit D'impot
149494;Positive school;AYOUCH Nabil;LES FILMS DU NOUVEAU MONDE;1 202 014,00;Fiction;NON;3;;C+ Ciné+;;France/Maroc;2018;France-52 / Maroc-48;
144399;Territoires;OELHOFFEN David;ONE WORLD FILMS;4 188 650,00;Fiction;OUI;3;;OCS;;France;2018;France-100;Sofica,Crédit D'impot
146240;A 2 heures de Paris;VERRIER Virginie;VIGO FILMS;410 029,00;Fiction;OUI;1;;;;France;2017;France-100;Crédit D'impot
147101;Amanda;HERS Mikhaël;NORD-OUEST FILMS;3 504 629,00;Fiction;OUI;3;avant;C+ Ciné+;Arte;France;2017;France-100;Sofica,Crédit D'impot,Aide Régionale
141913;Belle et la belle (La);FILLIERES Sophie;CHRISTMAS IN JULY;3 996 660,00;Fiction;OUI;3;avant;C+ Ciné+;F3;France;2017;France-100;Sofica,Crédit D'impot
145657;Capital au Xxe siècle (Le);PEMBERTON Justin / PIKETTY Thomas;UPSIDE;2 518 855,00;Docu;OUI;3 / 1;;C+;F3;France/Nouvelle-zélande;2017;France-51 / Nouvelle-zélande-49;
143032;C'est ça l'amour;BURGER Claire;DHARAMSALA;2 955 606,00;Fiction;OUI;2;avant;C+ Ciné+;Arte;France;2017;France-100;Crédit D'impot,Aide Régionale
143544;Collier rouge (Le);BECKER Jean;ICE 3 ET KJB PRODUCTION;6 859 546,00;Fiction;OUI;3;;C+ Ciné+;F3;France;2017;France-100;Sofica,Crédit D'impot,Aide Régionale
144347;Fils de Garches;GENDARME Remi;THE KINGDOM ET WAG PROD;607 250,00;Docu;OUI;1;avant;;;France;2017;France-100;Aide Régionale
147586;Jewell stone;DUMAS Sandrine;PIO & CO;1 374 233,00;Fiction;OUI;2;;;;France;2017;France-100;Crédit D'impot
128538;Monnaie de leur pièce (La);LE NY Anne;MOVE MOVIE;4 810 864,00;Fiction;OUI;3;;C+ Ciné+;F2 C8;France;2017;France-100;Sofica,Crédit D'impot
146490;Mort de Staline (La);IANNUCCI Armando;MITICO ET GAUMONT;11 097 498,00;Fiction;NON;2;;C+ Ciné+;F3;Grande Bretagne/France/Belgique;2017;Grande Bretagne-66 / France-22 / Belgique-11;
139959;Mrs Mills;MARCEAU Sophie;LES FIMS DU CAP;6 399 772,00;Fiction;OUI;3;;OCS;;France;2017;France-100;Sofica,Crédit D'impot
146034;Nous, Tikopia;FAJAL Corto;LES FILMS DE L'HEURE BLEUE;318 000,00;Docu;OUI;2;;;;France/Suède;2017;France-70 / Suède-30;Aide Régionale
125248;Pachamama;ANTIN Juan;FOLIVARI ET O2B;6 755 384,00;Anim;OUI;2;;C+ OCS;;France/Luxembourg/Canada;2017;France-69 / Luxembourg-21 / Canada-10;Crédit D'impot,Aide Régionale
146542;Retour du héros (Le);TIRARD Laurent;JD PROD ET LES FILMS SUR MESURE;9 702 525,00;Fiction;OUI;3;;C+ Ciné+;F3;France;2017;France-100;Sofica,Crédit D'impot
144513;The captain;SCWENTKE Robert;ALFAMA FILMS PRODUCTION;4 816 481,00;Fiction;NON;3;;C+ Ciné+;;Allemagne/France/Pologne;2017;Allemagne-68 / France-20 / Pologne-12;Sofica
146341;Un beau soleil intérieur (ex Des lunettes noires);DENIS Claire;CURIOSA FILMS;2 978 282,00;Fiction;OUI;3;avant;OCS;;France;2017;France-100;Sofica,Crédit D'impot
143162;Amant d'un jour (L');GARREL Philippe;SBS FILMS;2 410 929,00;Fiction;OUI;3;avant;;Arte;France;2016;France-100;Sofica,Crédit D'impot
134025;Bienvenue à Marly-Gomont;RAMBALDI Julien;E.D.I. FILMS;6 504 389,00;Fiction;OUI;2;;C+;TF1 NT1;France;2016;France-100;
143846;Georges et mavie;GIRARD Elise;KINOELEKTRON;511 864,00;Fiction;OUI;2;;;;France;2016;France-100;Crédit D'impot
128345;Insight;MENNEGUN Cyril;UNITE DE PRODUCTION;880 053,00;Fiction;OUI;2;;Ciné+;;France;2016;France-100;Sofica,Crédit D'impot,Aide Régionale
144044;Que le diable nous emporte;BRISSEAU Jean-Claude;LA SORCIERE ROUGE;593 241,00;Fiction;OUI;3;avant;;;France;2016;France-100;Sofica
144019;Hiver (L');TORRES Emiliano;CITE FILMS;995 000,00;Fiction;NON;1;;;;Arg/Chili/France;2016;Arg-60 / Chili-20 / France-20;
144907;La Vita possibile;DE MATTEO Ivano;BARBARY FILMS;2 329 487,00;Fiction;NON;3;;;;Italie/France;2016;Italie-95 / France-5;
144265;Return to Montauk;SCHLONDORFF Volker;ORSANS PRODUCTIONS;4 947 120,00;Fiction;NON;3;;;Arte;Allemagne/France/Irlande;2016;Allemagne-68 / France-22 / Irlande-10;
119555;ARBRE ET LA FORÊT (L');DUCASTEL Olivier / MARTINEAU Jacques;LES FILMS DU LENDEMAIN / MAIA CINEMA;3 488 800,00;Fiction;;3;avant;;;France;2008;France-100;Sofica,Crédit D'impot,Aide Régionale
120211;ARTHUR ET LA VENGEANCE DE MALTAZARD;BESSON Luc;AVALANCHE PRODUCTIONS / EUROPACORP / TF1 FILMS PRODUCTION;63 237 392,00;Animation;;3;;;;France;2008;France-100;Sofica,Crédit D'impot
120115;CHANTEUSE DE TANGO (LA);MARTINEZ VIGNATTI Diego;MOBILIS PRODUCTIONS;2 640 933,00;Fiction;;3;;;;Belgique/Argentine/Pays Bas/France;2008;Belgique-66 / Argentine-13 / Pays Bas-10 / France-10;
106079;CONCERT (LE);MIHAILEANU Radu;EUROPACORP / FRANCE 3 CINEMA / LES PRODUCTIONS DU TRESOR / OÏ OÏ OÏ PRODUCTIONS;13 189 567,00;Fiction;;3;;;;France/Belgique/Roumanie/Italie;2008;France-70 / Belgique-10 / Roumanie-10 / Italie-10;Crédit D'impot,Aide Régionale
120087;DOMINATION MASCULINE (LA);JEAN Patrick;ELZEVIR FILMS / UGC IMAGES;901 119,00;Documentaire;;2;avant;;;Belgique/France;2008;Belgique-50 / France-50;Sofica
119932;ENTER THE VOID (SOUDAIN LE VIDE);NOE Gaspard;BUF COMPAGNIE / FIDELITE FILMS / LES CINEMAS DE LA ZONE / WILD BUNCH;12 384 847,00;Fiction;;3;;;;France/Allemagne/Italie;2008;France-70 / Allemagne-20 / Italie-10;
118873;HOMMES (LES);MICHEL Ariane;LOVE STREAMS AGNES B. PRODUCTIONS;92 174,00;Documentaire;;1;après;;;France;2008;France-100;
117705;HUMAINS;THEVENIN Pierre-Olivier / MOLON Jacques-Olivier;LA FABRIQUE 2 / LA FABRIQUE DE FILMS;4 500 745,00;Fiction;;1;;;;France/Luxembourg/Suisse;2008;France-60 / Luxembourg-30 / Suisse-10;Sofica
119496;MARIAGE CHEZ LES BODIN'S;LE ROCH Eric;AGENCE BJP;94 493,00;Fiction;;3;;;;France;2008;France-100;
107407;OCÉANS;PERRIN Jacques / CLUZAUD Jacques;FRANCE 2 CINEMA / FRANCE 3 CINEMA / GALATEE FILMS / PATHE PRODUCTION;49 619 972,00;Documentaire;;2;avant;;;France;2008;France-100;Crédit D'impot
110809;UN PROPHÈTE;AUDIARD Jacques;CHIC FILMS SAS / FRANCE 2 CINEMA / PAGE 114 / UGC IMAGES / WHY NOT PRODUCTIONS;12 487 177,00;Fiction;;3;;;;France/Italie;2008;France-94 / Italie-6;Sofica,Crédit D'impot,Aide Régionale
113178;DELWENDE LEVE-TOI ET MARCHE;YAMEOGO S. Pierre;DUNIA PRODUCTIONS;667 816,00;Fiction;;3;;;;France/Burkina Faso;2005;France-76 / Burkina Faso-23;
113634;GRAND MEAULNES (LE);VERHAEGHE Jean-Daniel;FRANCE 3 CINEMA / MOSCA FILMS / RHAMSA PRODUCTIONS / TF1 DROITS AUDIOVISUELS;6 674 705,00;Fiction;;2;;;;France;2005;France-100;Sofica,Crédit D'impot,Aide Régionale
111353;IVRESSE DU POUVOIR;CHABROL Claude;AJOZ FILMS / ALICELEO - AUTEURS LIVRES SCENARIO POUR L'ECRITURE AUDIOVISUELLE / FRANCE 2 CINEMA;6 997 285,00;Fiction;;3;;;;France/Allemagne;2005;France-80 / Allemagne-20;Crédit D'impot
113500;LIP L'IMAGINATION AU POUVOIR (LES);ROUAUD Christian;LES FILMS D'ICI;502 565,00;Documentaire;;1;avant;;;France;2005;France-100;Crédit D'impot,Aide Régionale
114145;MOI VAN GOGH;BERTRAND Francois / KNAPP Peter;CAMERA LUCIDA PRODUCTIONS / OUILLE PRODUCTIONS / SOCIETE D'ECONOMIE MIXTE LES PRODUCTIONS LA GEODE;1 000 380,00;Documentaire;;1;;;;France;2005;France-100;
109310;MON FILS A MOI;FOUGERON Martial;FRANCE 2 CINEMA / MOBY DICK FILMS / WHY NOT PRODUCTIONS;3 223 416,00;Fiction;;1;avant;;;France;2005;France-100;Crédit D'impot
105739;TEMPS DES PORTE-PLUMES (LE);DUVAL Daniel;CENTRE EUROPEEN CINEMATOGRAPHIQUE RHONE ALPES / ELIA FILMS / TF1 DROITS AUDIOVISUELS;3 999 936,00;Fiction;;3;avant;;;France;2005;France-100;Crédit D'impot,Aide Régionale
104990;AMOUR C'EST MIEUX A DEUX (L');FARRUGIA Dominique / LEMORT Arnaud;FARRUDG ENTERTAINMENT WORLDWIDE / FRANCE 2 CINEMA / LES TROIS 8 / STUDIOCANAL;4 966 687,00;Fiction;;3 / 1;;;;France;2009;France-100;Crédit D'impot
122525;D'UN FILM A L'AUTRE;LELOUCH Claude;LES FILMS 13;1 319 822,00;Documentaire;;3;;;;France;2009;France-100;Crédit D'impot
124607;FILS A JO (LE);GUILLARD Philippe;GAUMONT / HATALOM / KL PRODUCTION / LGM CINEMA / TF1 FILMS PRODUCTION;8 266 037,00;Fiction;;1;;;;France;2009;France-100;Crédit D'impot,Aide Régionale
123252;LA NOSTRA VITA;LUCHETTI Daniele;BABE FILMS;6 200 000,00;Fiction;;3;;;;Italie/France;2009;Italie -80 / France-20;
121199;MARIAGE A TROIS (LE);DOILLON Jacques;ALFAMA FILMS PRODUCTION / FRANCE 3 CINEMA;2 459 004,00;Fiction;;3;avant;;;France;2009;France-100;Crédit D'impot,Aide Régionale
123392;Q;BOUHNIK Laurent;ACAJOU FILMS / CLIMAX;1 105 063,00;Fiction;;3;;;;France;2009;France-100;Crédit D'impot
122452;REFUGE (LE);OZON François;EUROWIDE FILM PRODUCTION / FOZ / FRANCE 2 CINEMA;3 119 552,00;Fiction;;3;;;;France/Italie;2009;France-90 / Italie-10;Sofica,Crédit D'impot
117839;TOUTES LES FILLES PLEURENT;GODRECHE Judith;MOBY DICK FILMS;1 843 000,00;Fiction;;1;;;;France;2009;France-100;Crédit D'impot,Aide Régionale
113455;FRONTIÈRE DE L'AUBE (LA);GARREL Philippe;RECTANGLE PRODUCTIONS;2 525 965,00;Fiction;;3;avant;;;France/Italie;2007;France-78 / Italie-21;Sofica,Crédit D'impot,Aide Régionale
117251;INCONNUE (L');TORNATORE Giuseppe;MANIGOLDA FILM;7 677 000,00;Fiction;;3;;;;Italie/France;2007;Italie-90 / France-10;
116329;JE NE VOUS OUBLIERAI JAMAIS;KANE Pascal;TITA PRODUCTIONS;1 063 707,00;Fiction;;3;avant;;;France/Belgique;2007;France-90 / Belgique-10;Aide Régionale
117691;JUSQU'A TOI;DEVOLDERE Jennifer;MARS FILMS / MARS FILMS / ORANGE STUDIO / TF1 FILMS PRODUCTION / YUME;3 996 354,00;Fiction;;1;;;;France/Canada;2007;France-90 / Canada-10;Crédit D'impot
117557;NUIT CANNOISE;VANDELET Christian;CARTEL PRODUCTIONS;1 912 618,00;Fiction;;1;;;;France;2007;France-100;Crédit D'impot
114665;ULZHAN;SCHLONDORFF Volker;ARTE FRANCE CINEMA / SARL FLY TIMES PICTURES;3 414 198,00;Fiction;;3;;;;France/Allemagne;2007;France-80 / Allemagne-20;Sofica
115813;UN BAISER S'IL VOUS PLAIT;MOURET Emmanuel;ARTE FRANCE CINEMA / MOBY DICK FILMS / TF1 DROITS AUDIOVISUELS;2 856 555,00;Fiction;;3;avant;;;France;2007;France-100;Crédit D'impot,Aide Régionale
115670;ASTÉRIX AUX JEUX OLYMPIQUES;FORESTIER Frédéric / LANGMANN Thomas;LA PETITE REINE / LA PETITE REINE / PATHE PRODUCTION / TF1 FILMS PRODUCTION;78 067 897,00;Fiction;;3;;;;France/Allemagne/Espagne/Italie;2006;France-60 / Allemagne-20 / Espagne-10 / Italie-10;Sofica
115025;ENTRE ADULTES;BRIZE Stéphane;LES FILMS 13;233 972,00;Fiction;;3;après;;;France;2006;France-100;
112085;GRABUGE;MOCKY Jean-Pierre;MOCKY DELICIOUS PRODUCTS;780 800,00;Fiction;;3;;;;France;2006;France-100;
112906;POUR ALLER AU CIEL IL FAUT MOURIR;USMONOV Djamshed;ARTE FRANCE CINEMA / CINE MANUFACTURE / ELZEVIR FILMS;1 500 861,00;Fiction;;3;;;;France/Allemagne/Suisse;2006;France-57 / Allemagne-29 / Suisse-14;
113621;QUESTION HUMAINE (LA);KLOTZ Nicolas;SOPHIE DULAC PRODUCTIONS;2 004 605,00;Fiction;;3;avant;;;France;2006;France-100;Crédit D'impot,Aide Régionale
115807;TAXI 4;KRAWCZYK Gérard;APIPOULAI PROD / ARP / EUROPACORP / TF1 FILMS PRODUCTION;17 316 532,00;Fiction;;3;;;;France;2006;France-100;Crédit D'impot
108725;ALEXANDRE;STONE Oliver;FRANCE 2 CINEMA / FRANCE 3 CINEMA / PATHE PRODUCTION;181 621 894,00;Fiction;;3;;;;Grande Bretagne/France/Pays Bas;2003;Grande Bretagne-70 / France-20 / Pays Bas-10;Sofica
105748;DERNIER TRAPPEUR (LE);VANIER Nicolas;MC4 / TF1 CINEMA (TIERS FERME) / TF1 DROITS AUDIOVISUELS;4 874 273,00;Documentaire;;1;;;;France/Canada/Allemagne/Italie;2003;France-50 / Canada-20 / Allemagne-20 / Italie-10;Sofica
104997;LUNDIS AU SOLEIL (LES);DE ARANOA Fernando Leon;QUO VADIS CINEMA (TIERS FERME);3 348 410,00;Fiction;;3;;;;Espagne/France;2003;Espagne-90 / France-10;
106802;RIPOUX 3;ZIDI Claude;CPZ PRODUCTIONS / FRENCH DISTRIBUTION / GAUMONT / PLAZA PRODUCTION INTERNATIONAL (TIERS FERME) / TF1 FILMS PRODUCTION TELEVISION FRANCAISE 1 FILMS PRODUCTION;13 000 465,00;Fiction;;3;;;;France;2003;France-100;Sofica
106994;TENJA;LEGZOULI Hassan;WHY NOT PRODUCTIONS;1 824 553,00;Fiction;;1;avant;;;France/Maroc;2003;France-85 / Maroc-15;
132768;AFRICAN SAFARI 3D;STASSEN Ben;STUDIOCANAL;13 124 693,00;Documentaire;;3;;;;Belgique/France/Italie;2012;Belgique-65 / France-25 / Italie-10;
128731;BEAUTE, L'ART RESCAPE DES CAMPS NAZIS (LA);COGNET Christophe;LA HUIT PRODUCTION;800 000,00;Documentaire;;1;avant;;;France/Allemagne;2012;France-75 / Allemagne-25;
133342;CAUGHT IN FLIGHT;HIRSCHBIEGEL Oliver;LE PACTE;11 239 290,00;Fiction;;3;;;;Grande Bretagne/France/Belgique;2012;Grande Bretagne-68 / France-18 / Belgique-13;Sofica
122894;CHEZ NOUS C'EST TROIS;DUTY Claude;LOCAL FILMS / TROMPE LE MONDE;1 208 314,00;Fiction;;3;;;;France/Belgique;2012;France-90 / Belgique-10;Sofica,Aide Régionale
130692;CŒUR DES HOMMES 3 (LE);ESPOSITO Marc;FRANCE 2 CINEMA / PIERRE JAVAUX PRODUCTIONS / WAYAN PRODUCTIONS;8 565 554,00;Fiction;;3;;;F2;France;2012;France-100;Sofica,Crédit D'impot
133564;DERNIERE FOIS QUE J'AI VI MACAO (LA);RODRIGUES Joao Pedro / GUERRA DA MATA Joao Rui;EPICENTRE FILMS;386 612,00;Documentaire;;3 / 1;;;;Portugal/France;2012;Portugal-50 / France-50;
124248;EASTERN BOYS;CAMPILLO Robin;LES FILMS DE PIERRE;2 162 360,00;Fiction;;2;avant;;;France;2012;France-100;Sofica,Crédit D'impot,Aide Régionale
132228;ELEFANTE BLANCO;TRAPERO Pablo;ARTE FRANCE CINEMA / BORSALINO PRODUCTIONS / MANEKI FILMS;3 200 661,00;Fiction;;3;;;ARTE;Espagne/France;2012;Espagne-90 / France-10;Sofica
131522;ETRANGE COULEUR DES LARMES DE TON CORPS (L');CATTET Helene / FORZANI Bruno;TOBINA FILM;1 883 865,00;Fiction;;2 / 2;;;;Belgique/France/Luxembourg;2012;Belgique-46 / France-30 / Luxembourg-23;Sofica,Aide Régionale
134320;GARÇONS ET GUILLAUME, A TABLE ! (LES);GALLIENNE Guillaume;DON'T BE SHY PRODUCTIONS / FRANCE 3 CINEMA / GAUMONT / LGM FILMS / RECTANGLE PRODUCTIONS;7 855 208,00;Fiction;;1;;;F3;France;2012;France-100;Sofica,Crédit D'impot
125247;JACKY AU ROYAUME DES FILLES;SATTOUF Riad;ALVY DISTRIBUTION / FRANCE 2 CINEMA / LES FILMS DES TOURNELLES / ORANGE STUDIO / PATHE PRODUCTION;11 001 015,00;Fiction;;2;;;F2;France;2012;France-100;Sofica,Crédit D'impot,Aide Régionale
132254;MARUSSIA;PERVOLOVICI Eva;KINOELEKTRON;325 000,00;Fiction;;1;;;;France/Russie;2012;France-69 / Russie-31;Aide Régionale
129913;SENS DE L'AGE (LE);VIROT Ludovic;COLOURED PLATES PRODUCTION;300 707,00;Documentaire;;1;;;;France;2012;France-100;
133186;SOLEILS;KOUYATE Dani / DELAHAYE Olivier;ODELION;942 835,00;Fiction;;3 / 1;avant;;;France/Burkina Faso;2012;France-80 / Burkina Faso-20;
131733;TOUR DU FASO;HUYGEN Wilm;LA HUIT PRODUCTION;513 980,00;Documentaire;;1;;;;Allemagne/France;2012;Allemagne-70 / France-30;
134594;VENDANGES;LACOSTE Paul;EVERYBODY ON DECK;349 862,00;Documentaire;;2;avant;;;France;2012;France-100;Sofica,Aide Régionale
138702;Amore non perdona (L');CONSIGLIO Stefano;BABE FILMS;0,87;Fiction;;2;;;;Italie/France;2014;Italie-80 / France-20;Sofica
138760;Arunoday (sunrise);SEN GUPTA Partho;DOLCE VITA FILMS;0,52;Fiction;;2;;;;Inde/France;2014;Inde-65 / France-35;
138739;Belles familles;RAPPENEAU Jean-Paul;ARP / TF1 FILMS PRODUCTION;11,25;Fiction;;3;avant;C+ OCS;TF1 HD1;France;2014;France-100;Crédit D'impot,Aide Régionale
130090;Bêtises (Les);PHILIPPON Rose / PHILIPPON Alice;ASA FILMS / REZO PRODUCTIONS;2,46;Fiction;;1 / 1;;C+ Ciné+;;France;2014;France-100;Sofica,Crédit D'impot,Aide Régionale
140762;Deux Amis (Les);GARREL Louis;ARTE FRANCE CINEMA / LES FILMS DES TOURNELLES;2,79;Fiction;;1;avant;C+;Arte;France;2014;France-100;Sofica,Crédit D'impot
136814;Dieu protège ma fille;BOUZID Leyla;BLUE MONDAY PRODUCTIONS;0,78;Fiction;;1;;;;France/Tunisie/Belgique;2014;France-42 / Tunisie-19 / Belgique-39;
128706;Fille du patron (La);LOUSTAU Olivier;BETHSABEE MUCHO / CENTRE EUROPEEN CINEMATOGRAPHIQUE RHONE ALPES / FRANCE 2 CINEMA / ROUGE INTERNATIONAL;2,98;Fiction;;1;;C+ OCS;F2;France;2014;France-100;Sofica,Crédit D'impot
140005;Hermine (L');VINCENT Christian;ALBERTINE PRODUCTIONS / FRANCE 2 CINEMA;7,32;Fiction;;3;;C+ Ciné+;F2;France;2014;France-100;Crédit D'impot
140035;Mémoires du vent (Les);ALPER   Ozcan;ARIZONA PRODUCTIONS;1,10;Fiction;;3;;;;Turquie/France/Allemagne/Géorgie;2014;Turquie-57 / France-17 / Allemagne-16 / Géorgie-10;
140518;Nos arcadies;DESPLECHIN Arnaud;FRANCE 2 CINEMA / WHY NOT PRODUCTIONS;3,94;Fiction;;3;avant;C+ Ciné+;F2;France;2014;France-100;Sofica,Crédit D'impot
139448;Nouveau (Le);ROSENBERG Rudi;CINEFRANCE 1888 / RECIFILMS;3,66;Fiction;;1;;C+ Ciné+;D8;France;2014;France-100;Sofica,Crédit D'impot,Aide Régionale
138663;Parabole de Zizou (La);BOUGHEDIR Ferid;FRANCE 3 CINEMA / MARSA FILMS / MILLE ET UNE PRODUCTIONS;2,26;Fiction;;3;avant;C+ TV5;F3;France/Tunisie;2014;France-76 / Tunisie-24;
136956;Sous les jupes des filles;DANA Audrey;FIDELITE FILMS / M6 FILMS / WILD BUNCH;6,81;Fiction;;1;;OCS;M6 W9;France;2014;France-100;Sofica,Crédit D'impot
139504;Taken 3;MEGATON Olivier;EUROPACORP / M6 FILMS;51,46;Fiction;;3;;C+ Ciné+;M6;France;2014;France-100;
140204;The Valley of Love;NICLOUX Guillaume;DD PRODUCTIONS / LES FILMS DU WORSO / LGM CINEMA;2,90;Fiction;;3;avant;C+;F3;France;2014;France-100;Sofica
140024;Un homme à la mer;DOIGNON Geraldine;KIZMAR FILMS;1,13;Fiction;;2;;;;Belgique/France;2014;Belgique-78 / France-22;Crédit D'impot
124106;A l'ombre des forêts;ANGER Cédric;CANEO FILMS / LES PRODUCTIONS DU TRESOR / MARS FILMS / SUNRISE FILMS;5,07;Fiction;;3;;;;France;2013;France-100;Sofica,Crédit D'impot
130135;Akwaba;MARIAGE Benoit;FORMOSA PRODUCTIONS;5,34;Fiction;;3;avant;;;Belgique/France/Suisse;2013;Belgique-55 / France-35 / Suisse-10;Sofica
132906;Chromobiles;LACHAUD Valerie Elodie;SCOTTO PRODUCTIONS;0,22;Docu;;1;;;;France;2013;France-100;Aide Régionale
137589;Combattants (Les);CAILLEY Thomas;NORD OUEST FILMS;2,39;Fiction;;1;avant;;;France;2013;France-100;Sofica,Crédit D'impot,Aide Régionale
137502;Divorce à la française;SEBBAGH Dorothée;LES FILMS DU 24;7,95;Fiction;;2;;;;France/Italie;2013;France-89 / Italie-10;Sofica,Crédit D'impot
138133;Fidelio, l'odyssée d'Alice;BORLETEAU Lucie;APSARA FILMS / WHY NOT PRODUCTIONS;2,01;Fiction;;1;avant;;Arte;France;2013;France-100;Crédit D'impot,Aide Régionale
137470;Iqbal, histoire d'un enfant qui n'avait pas peur;PAYAMI Babak / FUZELLIER Michel;2D/3D ANIMATIONS / MONTPARNASSE PRODUCTIONS;6,40;Anim;;3 / 1;;;;Italie/Canada/France;2013;Italie-52 / Canada-28 / France-20;Aide Régionale
133152;Jalousie (La);GARREL Philippe;SBS PRODUCTIONS;2,41;Fiction;;3;avant;;;France;2013;France-100;Sofica,Crédit D'impot,Aide Régionale
130061;Macadam popcorn;POZZI Jean-Pierre;CIEL DE PARIS PRODUCTIONS;0,53;Docu;;2;;;;France;2013;France-100;Crédit D'impot
134564;Nymphomaniac volume 2;VON TRIER Lars;SLOT MACHINE / ZENTROPA INTERNATIONAL FRANCE;4,53;Fiction;;3;;;;Danemark/Allemagne/France;2013;Danemark-52 / Allemagne-37 / France-10;
135537;Sorcières de Zugarramurdi (Les);DE LA IGLESIA Alex;ARTE FRANCE CINEMA / LA FERME PRODUCTIONS;5,13;Fiction;;3;;;Arte;Espagne/France;2013;Espagne-90 / France-10;
136195;Touriste;OSTLUND Ruben;CENTRE EUROPEEN CINEMATOGRAPHIQUE RHONE ALPES / SOCIETE PARISIENNE DE PRODUCTION;3,81;Fiction;;3;;;;Suède/Danemark/France;2013;Suède-67 / Danemark-19 / France-13;
118261;Un monde truqué;EKINCI Franck / DESMARES Christian;JE SUIS BIEN CONTENT / STUDIOCANAL;9,18;Anim;;1 / 1;;;Arte;France/Canada/Belgique;2013;France-68 / Canada-18 / Belgique-13;Sofica,Crédit D'impot,Aide Régionale
135911;Untitled 13;LEIGH Mike;DIAPHANA FILMS / FRANCE 3 CINEMA;10,91;Fiction;;3;;;F3;Grande Bretagne/Allemagne/France;2013;Grande Bretagne-66 / Allemagne-22 / France-12;
136129;Weekend of a champion;POLANSKI Roman;RP PRODUCTIONS;0,34;Docu;;3;;;;France;2013;France-100;
123743;Yeux jaunes des crocodiles (Les);TELERMAN Cécile;LES FILMS MANUEL MUNZ / TF1 FILMS PRODUCTION / WILD BUNCH;10,55;Fiction;;3;;;TF1;France/Espagne;2013;France-90 / Espagne-10;Sofica,Crédit D'impot
132331;Anarchistes (Les);WAJEMAN Elie;24 MAI PRODUCTION / FRANCE 2 CINEMA / MARS FILMS;4837076;Fiction;;2;avant;C+ Ciné+;F2;France;2015;France-100;Sofica,Crédit D'impot,Aide Régionale
143269;Araignée rouge (L');FLORINO Franck;COLOR DREAMS PRODUCTIONS;8871151;Fiction;;1;;;;France;2015;France-100;Crédit D'impot
143461;Faut pas lui dire;CICUREL Solange;OTHER ANGLE PICTURES;2759620;Fiction;;1;;;HD1;Belgique/France;2015;Belgique-77 / France-23;
139174;Feu sacré (Le);JOFFE Arthur;JETLAG FILMS;159041;Docu;;3;apres;;;France;2015;France-100;
139805;Going to Brazil;MILLE Patrick;CHAPTER 2 / FRANCE 3 CINEMA / MOONSHAKER II;10097657;Fiction;;2;;C+;F3;France/Brésil;2015;France-80 / Brésil-20;Sofica
142783;Indomptée (L');DERUAS Caroline;MANCHESTER FILMS / STADENN PROD / THELMA FILMS;1644103;Fiction;;1;;Ciné+;Arte;France;2015;France-100;Sofica
135504;Louise en hiver;LAGUIONIE Jean-François;JPL FILMS;3149152;Anim;;3;avant;C+ Ciné+;Arte;France/Canada;2015;France-75 / Canada-25;Sofica,Crédit D'impot,Aide Régionale
140111;Malheurs de Sophie (Les);HONORE Christophe;FRANCE 3 CINEMA / LFP;7817795;Fiction;;3;;C+;F3;France;2015;France-100;Crédit D'impot,Aide Régionale
140300;Marguerite;GIANNOLI Xavier;FIDELITE FILMS / FRANCE 3 CINEMA;7999982;Fiction;;3;avant;C+ Ciné+;F3;France/Rep Tchèque/Belgique;2015;France-70 / Rep Tchèque-16 / Belgique-14;Sofica
132961;Orpheline;DES PALLIERES Arnaud;CENTRE EUROPEEN CINEMATOGRAPHIQUE RHONE ALPES / LES FILMS D'ICI / LES FILMS HATARI;4629334;Fiction;;3;avant;C+ Ciné+;Arte;France;2015;France-100;Sofica,Crédit D'impot,Aide Régionale
